"","GK1","GK2","DEF1","DEF2","DEF3","DEF4","DEF5","MID1","MID2","MID3","MID4","MID5","FWD1","FWD2","FWD3","Points","Cost","OK"
"Player361","Pope","Schmeichel","Robertson","Mee","Stevens","Egan","Gomez","Pröpper","Dendoncker","Sterling","Salah","Rice","Vardy","Maupay","Rodriguez",2146,100,TRUE
"Player311","Ryan","Pope","Jonny","van Dijk","Maguire","Alexander-Arnold","Webster","Kouyaté","Salah","James","Pulisic","Tielemans","Ayew","Wood","Jiménez",2146,99,TRUE
"Player526","Schmeichel","Patrício","Alexander-Arnold","Evans","Tarkowski","Wan-Bissaka","Dunk","Noble","Lundstram","Greenwood","Barnes","Son","Martial","Wood","Antonio",2146,96,TRUE
"Player171","Dubravka","Henderson","Doherty","Diop","Dunk","Webster","David Luiz","Henderson","Traoré","Douglas Luiz","De Bruyne","Fleck","Vardy","Jiménez","Ings",2146,97.5,TRUE
"Player248","Ryan","Dubravka","Robertson","Coady","Digne","Stephens","Stevens","Westwood","Armstrong","Aubameyang","Lundstram","Mané","Jiménez","Maupay","Antonio",2146,100,TRUE
"Player772","Alisson","Dubravka","Dunk","van Dijk","Wan-Bissaka","Azpilicueta","Robertson","McNeil","Fornals","Grealish","Maddison","Lucas Moura","Jiménez","Abraham","Martial",2146,99.5,TRUE
"Player743","Leno","McCarthy","Söyüncü","Basham","van Aanholt","Doherty","Alexander-Arnold","Salah","Westwood","Son","Mahrez","McNeil","Richarlison","Ayew","Mousset",2146,100,TRUE
"Player100","Pope","Patrício","van Dijk","Alexander-Arnold","Egan","Boly","Robertson","Jota","Aubameyang","Højbjerg","Grealish","Shelvey","Abraham","Rodriguez","Ayew",2146,98,TRUE
"Player727","Lloris","McCarthy","Keane","Alexander-Arnold","van Dijk","Digne","Doherty","Fleck","Harry Wilson","Snodgrass","Mahrez","Barnes","Martial","Ings","Jiménez",2146,100,TRUE
"Player588","Pickford","McCarthy","Baldock","Saïss","Söyüncü","Robertson","Alexander-Arnold","McNeil","Rodrigo","Trossard","Rice","De Bruyne","Jiménez","Martial","Rodriguez",2146,97.5,TRUE
"Player170","Pope","de Gea","Bardsley","Jonny","Doherty","van Dijk","Walker","Salah","Wijnaldum","McNeil","Mahrez","Zaha","Mousset","Martial","Maupay",2146,100,TRUE
"Player453","Alisson","Leno","Doherty","Maguire","van Dijk","O'Connell","Alexander-Arnold","Pépé","Højbjerg","Almirón","Lundstram","Sterling","Ayew","Ings","Abraham",2146,99.5,TRUE
"Player292","Dubravka","Leno","Alexander-Arnold","van Dijk","Söyüncü","Evans","Basham","El Ghazi","Traoré","Lundstram","Douglas Luiz","De Bruyne","Richarlison","Calvert-Lewin","Maupay",2146,96,TRUE
"Player333","de Gea","Ryan","Alexander-Arnold","Evans","Tarkowski","Jonny","Ogbonna","Milivojevic","De Bruyne","Almirón","Maddison","McArthur","Jiménez","Maupay","Martial",2146,99,TRUE
"Player645","Patrício","Guaita","Egan","Alexander-Arnold","Walker","Stephens","Tarkowski","Henderson","El Ghazi","Lundstram","Westwood","Mané","Martial","Abraham","Calvert-Lewin",2146,97.5,TRUE
"Player244","Henderson","Schmeichel","Burn","Alderweireld","Robertson","Coady","Alexander-Arnold","Rice","Almirón","Snodgrass","Moutinho","Aubameyang","Vardy","Ings","Antonio",2146,100,TRUE
"Player700","Ryan","Pope","Digne","Maguire","Tarkowski","Alexander-Arnold","Fredericks","Ndidi","Lundstram","Aubameyang","Douglas Luiz","Pérez","Abraham","Martial","Richarlison",2146,97.5,TRUE
"Player680","Schmeichel","Ryan","Pereira","Mings","van Dijk","Alexander-Arnold","Baldock","Salah","Douglas Luiz","McArthur","McNeil","Greenwood","Antonio","Richarlison","Jiménez",2145,99.5,TRUE
"Player817","Ryan","Pope","Mina","Azpilicueta","Pieters","Doherty","Robertson","Lundstram","Neves","Mahrez","Ndidi","Barnes","Richarlison","Ings","Vardy",2145,97,TRUE
"Player119","Dubravka","Ryan","Bednarek","Söyüncü","Mina","van Dijk","Evans","Moutinho","Almirón","Mané","Traoré","Armstrong","Vardy","Ings","Martial",2145,100,TRUE
"Player180","Ryan","Henderson","van Aanholt","Evans","Tarkowski","Lindelöf","Dunk","Groß","Lundstram","Son","Salah","McTominay","Jiménez","Calvert-Lewin","Vardy",2145,99.5,TRUE
"Player726","Schmeichel","Pope","Tarkowski","Doherty","Dunk","David Luiz","van Aanholt","Ritchie","Lundstram","Traoré","Rice","Fernandes","Vardy","Ings","Martial",2145,98.5,TRUE
"Player582","Pickford","Guaita","Dunk","Doherty","Alexander-Arnold","Lindelöf","Jonny","Jota","Ndidi","Bernardo Silva","Mount","Mahrez","Ings","Martial","Maupay",2145,97.5,TRUE
"Player230","Henderson","Pickford","David Luiz","Tarkowski","van Dijk","Coady","Egan","Westwood","Mahrez","McNeil","Aubameyang","Dendoncker","Lacazette","Richarlison","Ings",2145,100,TRUE
"Player811","de Gea","Guaita","Wan-Bissaka","Söyüncü","Saïss","Baldock","van Dijk","Pröpper","Ndidi","Mount","McNeil","De Bruyne","Martial","Vardy","Antonio",2145,98.5,TRUE
"Player710","Henderson","Leno","Pereira","Aurier","Baldock","Fernández","Dunk","De Bruyne","Tielemans","Mahrez","Fabinho","Almirón","Jiménez","Ings","Maupay",2145,99,TRUE
"Player362","Dubravka","Schmeichel","Maguire","Baldock","Cresswell","Dunk","Coady","Mahrez","Fornals","De Bruyne","Kouyaté","Dendoncker","Martial","Ings","Abraham",2144,98,TRUE
"Player56","Pickford","McCarthy","van Dijk","Alexander-Arnold","Doherty","Mings","Maguire","Moutinho","Barnes","Mahrez","Ndidi","Mount","Martial","Vardy","Haller",2144,98.5,TRUE
"Player456","Dubravka","Schmeichel","Chilwell","Robertson","Lindelöf","van Dijk","Baldock","McNeil","Pulisic","Hourihane","Mahrez","Chamberlain","Wood","Martial","Jiménez",2144,99.5,TRUE
"Player505","Pope","de Gea","van Dijk","Tarkowski","Stevens","Saïss","Walker","Dendoncker","Norwood","Salah","Moutinho","Trézéguet","Ings","Antonio","Martial",2144,96.5,TRUE
"Player167","Henderson","McCarthy","Tarkowski","Mee","Doherty","Maguire","Wan-Bissaka","Bernardo Silva","De Bruyne","Pépé","Redmond","Wijnaldum","Ings","Jiménez","Maupay",2144,100,TRUE
"Player613","Leno","Patrício","Robertson","Dunk","Saïss","Mee","Aurier","Trézéguet","Barnes","Salah","Harry Wilson","Ward-Prowse","Jiménez","Richarlison","Martial",2144,99.5,TRUE
"Player325","Pope","Dubravka","Otamendi","Doherty","Baldock","Jonny","van Dijk","McTominay","Harry Wilson","Ritchie","Lundstram","De Bruyne","Jiménez","Antonio","Martial",2144,95.5,TRUE
"Player936","Fabianski","Guaita","Alexander-Arnold","van Dijk","Diop","Webster","Walker","Maddison","Shelvey","McArthur","De Bruyne","Lundstram","Martial","Vardy","Maupay",2144,99.5,TRUE
"Player","Dubravka","Patrício","Baldock","Pereira","Doherty","Targett","David Luiz","Moutinho","Lundstram","De Bruyne","Maddison","Norwood","Kane","Abraham","Martial",2144,99.5,TRUE
"Player863","Schmeichel","Ryan","Maguire","van Aanholt","Robertson","Pereira","Saïss","Fleck","De Bruyne","Salah","Noble","McArthur","Maupay","Richarlison","Wood",2144,100,TRUE
"Player271","McCarthy","de Gea","Chilwell","Doherty","Aurier","Egan","Robertson","Grealish","De Bruyne","Norwood","Lundstram","Dendoncker","Jiménez","Antonio","Maupay",2144,94.5,TRUE
"Player360","McCarthy","Ederson","van Aanholt","Doherty","Alexander-Arnold","Baldock","Egan","Pulisic","Jorginho","Mount","Zaha","Wijnaldum","Ings","Richarlison","Martial",2144,98.5,TRUE
"Player806","Dubravka","de Gea","Tarkowski","Doherty","van Dijk","Aurier","Coady","Greenwood","De Bruyne","Ritchie","Fornals","Noble","Firmino","Abraham","Jiménez",2144,100,TRUE
"Player860","McCarthy","Henderson","Pereira","Taylor","Doherty","van Aanholt","Chilwell","Traoré","De Bruyne","McNeil","Jorginho","Westwood","Vardy","Richarlison","Jiménez",2144,98.5,TRUE
"Player829","Ederson","Guaita","Alexander-Arnold","Tarkowski","Keane","Chilwell","Basham","Barnes","Mahrez","Kouyaté","Mount","De Bruyne","Maupay","Ings","Mousset",2144,99.5,TRUE
"Player574","Dubravka","Schmeichel","Saïss","Ogbonna","Robertson","Webster","O'Connell","Norwood","Trézéguet","Mahrez","De Bruyne","Son","Maupay","Richarlison","Jiménez",2144,99.5,TRUE
"Player26","Pope","Leno","Aurier","Lindelöf","Basham","Robertson","Egan","Zaha","Hourihane","Kouyaté","Neves","De Bruyne","Abraham","Martial","Jiménez",2144,98,TRUE
"Player103","Guaita","Patrício","Egan","Basham","Bednarek","Azpilicueta","Söyüncü","Bernardo Silva","Greenwood","De Bruyne","Lundstram","Harry Wilson","Richarlison","Martial","Jiménez",2144,99.5,TRUE
"Player185","de Gea","Ederson","Baldock","Alexander-Arnold","Maguire","Bednarek","Egan","De Bruyne","Ndidi","Noble","Son","Xhaka","Vardy","Ings","Mousset",2143,100,TRUE
"Player591","Dubravka","Pope","Bardsley","Baldock","Stevens","Basham","Coady","Armstrong","Ndidi","Barnes","Mané","Alli","Richarlison","Vardy","Ings",2143,100,TRUE
"Player436","Dubravka","Guaita","Alexander-Arnold","Walker","Egan","Stevens","Aurier","Maddison","Lundstram","Pulisic","Højbjerg","Fabinho","Jiménez","Ings","Martial",2143,97,TRUE
"Player935","Guaita","de Gea","Egan","Webster","Mee","Coady","van Dijk","Lundstram","Aubameyang","Mahrez","Neves","Højbjerg","Martial","Jiménez","Jesus",2143,100,TRUE
"Player441","Arrizabalaga","Guaita","Alexander-Arnold","Stevens","Basham","Söyüncü","Lascelles","Zaha","Wijnaldum","Bernardo Silva","De Bruyne","Mahrez","Abraham","Jiménez","Ayew",2143,100,TRUE
"Player514","Dubravka","Pope","Bednarek","Mee","Basham","Fernández","Alonso","Trézéguet","Mahrez","Lundstram","Rashford","Maddison","Ings","Martial","Jiménez",2143,98,TRUE
"Player235","Henderson","Pickford","Lascelles","Evans","Doherty","Fernández","Söyüncü","De Bruyne","Rashford","Pérez","Jorginho","Neves","Wood","Martial","Jiménez",2143,99,TRUE
"Player918","Leno","Pickford","Alexander-Arnold","Doherty","van Dijk","Wan-Bissaka","Azpilicueta","Neves","Hayden","De Bruyne","Armstrong","Snodgrass","Jiménez","Rodriguez","Martial",2143,98.5,TRUE
"Player833","Patrício","Pope","Alexander-Arnold","Alderweireld","David Luiz","Doherty","Söyüncü","Almirón","Rashford","Zaha","Dendoncker","Henderson","Vardy","Martial","Rodriguez",2143,99,TRUE
"Player513","Schmeichel","Pope","van Dijk","Fernández","van Aanholt","Doherty","Stevens","Moutinho","Ritchie","Snodgrass","Alli","De Bruyne","Calvert-Lewin","Ings","Abraham",2143,98.5,TRUE
"Player775","Pope","Patrício","Aurier","Doherty","Pereira","Coady","Evans","Lundstram","Rodrigo","Armstrong","De Bruyne","Milivojevic","Maupay","Abraham","Vardy",2143,97,TRUE
"Player219","Schmeichel","Pope","Fredericks","van Dijk","Baldock","Doherty","Taylor","Lundstram","Jota","Traoré","Salah","Armstrong","Abraham","Antonio","Ings",2143,96.5,TRUE
"Player387","Patrício","Ederson","Chilwell","Dunk","Alonso","Egan","Baldock","Tielemans","Wijnaldum","Mahrez","Salah","Pérez","Abraham","Ayew","Jiménez",2143,99.5,TRUE
"Player479","Ryan","Dubravka","van Dijk","Mings","Robertson","Taylor","Lindelöf","McGinn","Son","Ndidi","Mané","Ward-Prowse","Vardy","Ayew","Ings",2143,99.5,TRUE
"Player737","Patrício","Schmeichel","Mee","Alexander-Arnold","Ward","Baldock","van Dijk","Norwood","Shelvey","Jota","Rice","De Bruyne","Firmino","Ings","Rodriguez",2143,97.5,TRUE
"Player995","Pope","Patrício","Basham","Alexander-Arnold","Alderweireld","van Dijk","Chilwell","Alli","Maddison","De Bruyne","Noble","Moutinho","Richarlison","Wood","McBurnie",2143,98.5,TRUE
"Player679","Henderson","Schmeichel","Baldock","Evans","Egan","Doherty","van Dijk","De Bruyne","Fornals","McArthur","Dendoncker","Trossard","Vardy","Antonio","Lacazette",2143,99,TRUE
"Player79","Henderson","Pope","Alexander-Arnold","Doherty","Otamendi","Dunk","David Luiz","Mahrez","Hourihane","Noble","Redmond","Norwood","Ings","Martial","Richarlison",2142,96.5,TRUE
"Player406","Dubravka","Pope","van Dijk","Baldock","Tarkowski","Alexander-Arnold","Cresswell","Barnes","El Ghazi","McNeil","Mahrez","Henderson","Ings","McBurnie","Abraham",2142,95.5,TRUE
"Player686","Henderson","Schmeichel","Baldock","Alexander-Arnold","Lindelöf","Mina","Doherty","Lundstram","Jota","McArthur","Wijnaldum","Maddison","Jiménez","Jesus","Martial",2142,97.5,TRUE
"Player68","Pope","Patrício","Stephens","Webster","Bertrand","van Dijk","Aurier","Norwood","Mahrez","Moutinho","Mount","Rashford","Richarlison","Vardy","Jiménez",2142,99.5,TRUE
"Player85","Patrício","Leno","Alexander-Arnold","Egan","Baldock","Doherty","Azpilicueta","Trossard","De Bruyne","Noble","Barnes","Chamberlain","Ings","Calvert-Lewin","Rodriguez",2142,98,TRUE
"Player764","Pope","Schmeichel","Gomez","Pieters","Doherty","Keane","Baldock","Mount","Lundstram","Pérez","Shelvey","De Bruyne","Martial","Calvert-Lewin","Firmino",2142,99,TRUE
"Player807","Schmeichel","Dubravka","Cresswell","Maguire","Mina","Alexander-Arnold","Doherty","Tielemans","Sterling","Ward-Prowse","Grealish","Lundstram","Martial","Haller","Abraham",2142,99.5,TRUE
"Player987","Schmeichel","Pickford","Basham","Doherty","Pieters","Evans","van Dijk","Westwood","Jota","Lundstram","Grealish","Sterling","Ings","Jesus","Ayew",2142,98,TRUE
"Player836","Pope","Ryan","Aurier","Cresswell","Webster","Alexander-Arnold","Doherty","Jota","Salah","Wijnaldum","Alli","Mahrez","Ings","Haller","Ayew",2142,100,TRUE
"Player178","Dubravka","Patrício","Ward","Stevens","Taylor","Alexander-Arnold","Wan-Bissaka","Maddison","Mahrez","Fleck","Lundstram","Mané","Maupay","Antonio","Ings",2142,98.5,TRUE
"Player344","Schmeichel","Ederson","Doherty","Coady","van Dijk","Pereira","Azpilicueta","Wijnaldum","Lundstram","Greenwood","Hayden","Salah","Mousset","Jiménez","Ings",2141,99.5,TRUE
"Player887","Henderson","Pope","Egan","Targett","Dunk","Alexander-Arnold","Diop","Trossard","Ward-Prowse","De Bruyne","Grealish","Rashford","Firmino","Rodriguez","Maupay",2141,99.5,TRUE
"Player914","Ryan","Patrício","Bardsley","Doherty","Ward","Robertson","Targett","Pérez","Jota","Son","Armstrong","De Bruyne","Abraham","Martial","Richarlison",2141,100,TRUE
"Player494","Dubravka","Ederson","Söyüncü","Chilwell","Aurier","O'Connell","Robertson","Rice","Mané","Mooy","Grealish","Lundstram","Richarlison","Ings","Abraham",2141,98,TRUE
"Player774","Leno","Henderson","Alexander-Arnold","Stevens","Robertson","Stephens","Tarkowski","Armstrong","Shelvey","Trézéguet","Lucas Moura","Salah","Calvert-Lewin","Vardy","Wood",2141,100,TRUE
"Player490","Pickford","Henderson","van Dijk","Baldock","Alexander-Arnold","Maguire","Robertson","Jorginho","Norwood","Trézéguet","Westwood","Mahrez","Martial","Lacazette","Maupay",2141,96,TRUE
"Player765","Schmeichel","Pope","Jonny","O'Connell","Chilwell","Egan","Ogbonna","Mount","Fleck","Traoré","Salah","Redmond","Jiménez","Abraham","Ings",2141,99.5,TRUE
"Player243","Henderson","Pope","Stevens","van Aanholt","Coady","Dunk","Lindelöf","Groß","McNeil","Ward-Prowse","Mahrez","Son","Ings","Jiménez","Jesus",2141,99,TRUE
"Player821","de Gea","Pope","Söyüncü","Doherty","Pereira","Baldock","Robertson","Sigurdsson","Aubameyang","Norwood","Ndidi","McNeil","Wood","Martial","Abraham",2141,99,TRUE
"Player189","Pope","Alisson","Stevens","Alexander-Arnold","O'Connell","Mee","Azpilicueta","Grealish","Noble","Traoré","Norwood","Tielemans","Jiménez","Abraham","Martial",2141,95.5,TRUE
"Player655","Patrício","Ryan","Targett","Robertson","Aurier","Digne","Doherty","Bernardo Silva","Grealish","Pérez","Maddison","Tielemans","Abraham","Jiménez","Ings",2141,98,TRUE
"Player718","Guaita","Henderson","Jonny","Ogbonna","Stevens","Basham","Alexander-Arnold","McNeil","Shelvey","Maddison","Aubameyang","Pérez","Ings","Jiménez","McBurnie",2141,99,TRUE
"Player731","Patrício","Pope","Lindelöf","Alexander-Arnold","Keane","van Dijk","Basham","Mahrez","McArthur","Traoré","Armstrong","De Bruyne","Maupay","Joelinton","Jesus",2141,99.5,TRUE
"Player569","Leno","de Gea","Baldock","Mee","Stevens","Alexander-Arnold","Robertson","Salah","Lucas Moura","Rodrigo","Norwood","Kouyaté","Martial","Calvert-Lewin","Richarlison",2141,99.5,TRUE
"Player112","Guaita","Ryan","Baldock","Robertson","Bardsley","Lindelöf","Alexander-Arnold","Mahrez","De Bruyne","Ndidi","Pröpper","Tielemans","Antonio","Maupay","Jiménez",2141,97,TRUE
"Player120","Leno","Dubravka","Basham","Dunk","Baldock","Robertson","Bardsley","Son","Grealish","Neves","Fleck","Mahrez","Wood","Jiménez","Vardy",2140,98,TRUE
"Player156","Pope","Schmeichel","Stephens","Alexander-Arnold","Egan","Stevens","Azpilicueta","Harry Wilson","Rashford","Mooy","De Bruyne","Redmond","Ayew","Antonio","Richarlison",2140,98.5,TRUE
"Player176","Lloris","Arrizabalaga","Alexander-Arnold","Targett","van Dijk","Ogbonna","Coady","Noble","Lundstram","Rodrigo","De Bruyne","Westwood","Richarlison","Vardy","Martial",2140,99,TRUE
"Player74","Pope","Guaita","Doherty","van Aanholt","Ward","van Dijk","Alexander-Arnold","Saint-Maximin","Pulisic","Westwood","Trézéguet","Mané","Antonio","Maupay","Jiménez",2140,99,TRUE
"Player126","Ryan","Henderson","Fernández","Evans","Jonny","Chilwell","Söyüncü","De Bruyne","Milivojevic","Salah","Mount","Douglas Luiz","Wood","Ings","Ayew",2140,99.5,TRUE
"Player634","Pope","Patrício","Azpilicueta","van Dijk","Baldock","Maguire","Saïss","Armstrong","Lundstram","Greenwood","McArthur","De Bruyne","Vardy","Richarlison","Joelinton",2140,99,TRUE
"Player55","Dubravka","Schmeichel","Fredericks","Fernández","Alexander-Arnold","Walker","Wan-Bissaka","Pérez","Dendoncker","Mahrez","De Bruyne","Shelvey","Wood","Abraham","Richarlison",2140,98,TRUE
"Player455","Pope","Dubravka","Alexander-Arnold","Lindelöf","Robertson","Pereira","O'Connell","Mount","Shelvey","Xhaka","Lundstram","Neves","Ings","Agüero","Martial",2140,98,TRUE
"Player21","Alisson","Henderson","Saïss","David Luiz","Alexander-Arnold","Aurier","Azpilicueta","Pérez","Moutinho","Mahrez","Son","Lundstram","Vardy","Maupay","Calvert-Lewin",2140,99.5,TRUE
"Player391","Schmeichel","Ryan","van Dijk","Evans","O'Connell","Coady","Alexander-Arnold","Mané","Xhaka","Noble","Tielemans","Fleck","Abraham","Wood","Ings",2140,97,TRUE
"Player246","Guaita","Patrício","Pereira","Lascelles","Basham","Dunk","Tarkowski","Aubameyang","Mahrez","Snodgrass","Lundstram","McArthur","Abraham","Jiménez","Vardy",2140,100,TRUE
"Player222","Arrizabalaga","Henderson","Chilwell","Saïss","Evans","Digne","Alexander-Arnold","McNeil","Lundstram","Ward-Prowse","Mount","Grealish","Ings","Jiménez","Abraham",2140,96,TRUE
"Player20","Henderson","Pope","Evans","Robertson","Egan","David Luiz","Coady","Westwood","Pérez","De Bruyne","Mount","Kouyaté","Abraham","Richarlison","Lacazette",2140,98.5,TRUE
"Player340","Pickford","de Gea","Alexander-Arnold","Maguire","Gomez","Stevens","Mings","Milivojevic","Kouyaté","Lundstram","Grealish","Salah","Ings","Martial","Ayew",2140,98.5,TRUE
"Player687","Ryan","Schmeichel","Gomez","Maguire","van Aanholt","Alexander-Arnold","van Dijk","Trossard","Mount","Redmond","Sterling","Jota","Jiménez","Ayew","Abraham",2140,100,TRUE
"Player815","Guaita","Dubravka","Alexander-Arnold","Egan","Mendy","Doherty","Burn","Sterling","El Ghazi","Traoré","Moutinho","Henderson","Wood","Ings","Martial",2140,98,TRUE
"Player214","Ederson","Dubravka","Stevens","Robertson","Pieters","Doherty","Azpilicueta","Lundstram","Maddison","Mahrez","Jorginho","Mount","McBurnie","Vardy","Ings",2140,97.5,TRUE
"Player254","Pickford","Dubravka","Doherty","Bertrand","Burn","van Dijk","Stevens","Lundstram","Zaha","Sterling","Maddison","Dendoncker","Maupay","Vardy","Ings",2140,98.5,TRUE
"Player287","Guaita","Pope","Mendy","Evans","Otamendi","Baldock","Dunk","Mount","Westwood","Mahrez","Ward-Prowse","Salah","Richarlison","Wood","Ings",2140,99.5,TRUE
"Player711","Leno","Guaita","Stevens","Egan","Dunk","Robertson","Alexander-Arnold","Rashford","Mahrez","Ritchie","Westwood","Son","Rodriguez","Jesus","Wood",2140,99.5,TRUE
"Player476","Alisson","Schmeichel","Saïss","Azpilicueta","Mings","Doherty","Alexander-Arnold","Tielemans","Ward-Prowse","Salah","McTominay","Westwood","Ings","Antonio","Jiménez",2140,99.5,TRUE
"Player504","Dubravka","Henderson","Digne","Evans","Alexander-Arnold","Fredericks","Tarkowski","Pérez","De Bruyne","Wijnaldum","Lundstram","Fabinho","Vardy","Joelinton","Richarlison",2139,98,TRUE
